index,tag,label
0,plant-based-foods-and-beverages,Plant-based foods and beverages
1,plant-based-foods,Plant-based foods
2,fruits-and-vegetables-based-foods,Fruits and vegetables based foods
3,vegetables-based-foods,Vegetables based foods
4,leaf-vegetables,Leaf vegetables
5,dairies,Dairies
6,desserts,Desserts
7,dried-products,Dried products
8,dairy-desserts,Dairy desserts
9,dried-products-to-be-rehydrated,Dried products to be rehydrated
10,snacks,Snacks
11,sweet-snacks,Sweet snacks
12,biscuits-and-cakes,Biscuits and cakes
13,viennoiseries,Viennoiseries
14,pastries,Pastries
15,apple-turnovers,Apple turnovers
16,boulange,boulange
17,groceries,Groceries
18,sauces,Sauces
19,pestos,Pestos
20,spreads,Spreads
21,salted-spreads,Salted spreads
22,artichoke-spreads,Artichoke spreads
23,beverages,Beverages
24,carbonated-drinks,Carbonated drinks
25,sodas,Sodas
26,sweetened-beverages,Sweetened beverages
27,root-beers,root-beers
28,meals,Meals
29,pizzas-pies-and-quiches,Pizzas pies and quiches
30,quiches,Quiches
31,lorraine-quiche,Lorraine quiche
36,fruits-based-foods,Fruits based foods
39,compotes,Compotes
40,apple-compotes,Apple compotes
43,confectioneries,Confectioneries
44,candies,Candies
48,cooking-helpers,Cooking helpers
49,pastry-helpers,Pastry helpers
50,pates-a-sucre,Pâtes à sucre
51,decorations,decorations
55,chocolate-candies,Chocolate candies
56,bonbons,Bonbons
58,puddings,Puddings
59,christmas-puddings,Christmas Puddings
64,cakes,Cakes
71,bonbons-sans-sucres,bonbons-sans-sucres
72,pastilles,pastilles
78,chocolate-covered-nuts,Chocolate covered nuts
79,chocolate-covered-peanuts,Chocolate covered peanuts
83,colas,Colas
89,tomato-sauces,Tomato sauces
90,ketchup,Ketchup
93,plant-based-beverages,Plant-based beverages
95,fruit-based-beverages,Fruit-based beverages
97,fruit-sodas,Fruit sodas
98,lemon-soft-drinks,Lemon soft drinks
105,madeleines,Madeleines
108,chocolate-cakes,Chocolate cakes
110,chocolate-madeleines,Chocolate madeleines
115,fruit-cakes,Fruit cakes
116,cakes-aux-raisins,cakes-aux-raisins
124,dietary-supplements,Dietary supplements
125,bodybuilding-supplements,Bodybuilding supplements
126,protein-powders,Protein powders
130,piadina,piadina
133,financiers,Financiers
134,patisseries-fondantes-a-la-poudre-d-amande,patisseries-fondantes-a-la-poudre-d-amande
141,puttanesca-sauce,Puttanesca-sauce
142,tomate-sauces,Tomate-sauces
143,puttanesca,puttanesca
144,sauce-italienne,sauce-italienne
151,tomato-sauces-with-olives,Tomato sauces with olives
155,vegetable-sauces,Vegetable sauces
162,lemon-cake,Lemon cake
163,sweeteners,Sweeteners
164,sugars,Sugars
165,dextrose,dextrose
166,maltodextrine,maltodextrine
175,canned-foods,Canned foods
180,gouters-individuels,gouters-individuels
183,cereals-and-potatoes,Cereals and potatoes
184,sandwiches,Sandwiches
185,breads,Breads
186,hamburgers,Hamburgers
187,special-breads,Special breads
188,fish-and-meat-and-eggs,Fish and meat and eggs
189,foies-gras,Foies gras
190,foies-gras-from-ducks,Foies gras from ducks
192,sandwiches-filled-with-cold-cuts,Sandwiches filled with cold cuts
193,ham-sandwiches,Ham sandwiches
196,rosette-sandwiches,Rosette Sandwiches
198,poultry-sandwiches,Poultry sandwiches
207,biscuits,Biscuits
208,chocolate-biscuits,Chocolate biscuits
213,drop-cookies,Drop cookies
214,raisin-cookies,Raisin cookies
225,oatmeal-cookies,Oatmeal cookies
245,salade-vegetarienne,salade-vegetarienne
247,raw-vegetable-sandwiches,Raw-vegetable-sandwiches
249,salads,Salads
250,prepared-salads,Prepared salads
261,meals-with-fish,Meals with fish
263,tuna-salad,Tuna salad
265,fish-sandwiches,Fish sandwiches
266,tuna-sandwiches,Tuna sandwiches
270,sandwich-au-roti-de-porc,sandwich-au-roti-de-porc
275,cheese-sandwiches,Cheese sandwiches
276,goat-cheese-sandwiches,Goat cheese sandwiches
282,soups,Soups
283,canned-meals,Canned meals
284,canned-soups,Canned soups
285,chowders,Chowders
291,dried-plant-based-foods,Dried plant-based foods
292,dried-fruits,Dried fruits
293,dried-mixed-fruits,Dried mixed fruits
296,seafood,Seafood
297,fishes,Fishes
298,fish-fillets,Fish fillets
300,pasta-dishes,Pasta dishes
301,bolognese-style-pasta-spaghetti-tagliatelle,Bolognese-style-pasta-spaghetti-tagliatelle
308,filled-cakes,Filled cakes
313,cookies-aux-noix-de-pecan,cookies-aux-noix-de-pecan
314,frozen-foods,Frozen foods
317,pizzas,Pizzas
318,frozen-pizzas-and-pies,Frozen pizzas and pies
319,frozen-ready-made-meals,Frozen ready-made meals
320,frozen-pizzas,Frozen pizzas
321,tarta-de-trigo,tarta-de-trigo
322,meats,Meats
323,prepared-meats,Prepared meats
324,hams,Hams
325,white-hams,White hams
326,honey-roast-ham,Honey-roast-ham
331,muffins,Muffins
332,fruit-muffins,Fruit Muffins
333,blueberry-muffins,Blueberry Muffins
343,salty-snacks,Salty snacks
344,appetizers,Appetizers
345,chips-and-fries,Chips and fries
346,crisps,Crisps
347,potato-crisps,Potato crisps
348,flavoured-potato-crisps,Flavoured potato crisps
349,cheese-and-onion-crisps,Cheese and onion crisps
350,cheddar-and-onion-crisps,Cheddar and onion crisps
354,brioches,Brioches
355,brioche-filled-with-custard,Brioche filled with custard
360,breakfasts,Breakfasts
362,plant-based-spreads,Plant-based spreads
363,sweet-spreads,Sweet spreads
364,fruit-and-vegetable-preserves,Fruit and vegetable preserves
365,jams,Jams
366,berry-jams,Berry jams
367,blackcurrant-jams,Blackcurrant jams
368,fruit-jams,Fruit-jams
371,fermented-foods,Fermented foods
372,fermented-milk-products,Fermented milk products
374,fromages-blancs,Fromages blancs
377,cheesecakes,Cheesecakes
378,pies,Pies
379,sweet-pies,Sweet pies
380,tartlets,Tartlets
381,fruit-tarts,Fruit tarts
382,lemon-tarts,Lemon tarts
383,biscuit-with-fruit-covering,Biscuit with fruit covering
388,fruit-salads,Fruit salads
393,carrot-cakes,Carrot cakes
405,cream-soups,Cream soups
406,vegetable-soups,Vegetable soups
407,cream-of-vegetable-soups,Cream of vegetable soups
410,chocolate-pies,Chocolate pies
415,fruit-tartlets,Fruit tartlets
417,raspberry-pies,Raspberry pies
418,raspberry-tartlets,Raspberry tartlets
420,beef,Beef
423,breaded-products,Breaded products
424,refrigerated-foods,Refrigerated foods
425,refrigerated-meals,Refrigerated meals
426,crevettes-panees,crevettes-panees
428,microwave-meals,Microwave meals
430,condiments,Condiments
432,mustards,Mustards
438,plant-based-meals,Plant-based meals
452,milks,Milks
453,skimmed-milks,Skimmed milks
454,pancakes,Pancakes
457,herring,Herring
458,pickled-herring,Pickled herring
459,rollmops,Rollmops
462,chocolates,Chocolates
463,chocolate-molds,Chocolate molds
464,milk-chocolates,Milk chocolates
465,licensed-products,Licensed products
466,chocolate-droid,Chocolate-droid
470,vegetable-based-foods-and-beverages,Vegetable-based foods and beverages
472,vegetable-based-beverages,Vegetable-based beverages
474,smoothies,Smoothies
475,fruit-smoothies,Fruit smoothies
477,meat-based-products,Meat-based products
478,meals-with-meat,Meals with meat
479,poultry-meals,Poultry meals
480,meals-with-chicken,Meals with chicken
481,low-fat-prepared-meals,Low-fat prepared meals
485,cheeses,Cheeses
486,cow-cheeses,Cow cheeses
487,cheeses-from-the-united-kingdom,Cheeses from the United Kingdom
488,cheeses-from-england,Cheeses from England
489,cheddar-cheese,Cheddar cheese
490,mild-cheddar,Mild cheddar
498,sliced-cheeses,Sliced cheeses
500,cheddar-slices,Cheddar slices
502,cheddar-aux-oignons,cheddar-aux-oignons
507,fruits,Fruits
508,berries,Berries
509,melanges-de-fruits,melanges-de-fruits
517,sodas-with-exotic-fruits,Sodas with exotic fruits
521,legumes-and-their-products,Legumes and their products
524,legumes,Legumes
525,canned-plant-based-foods,Canned plant-based foods
527,canned-vegetables,Canned vegetables
528,canned-legumes,Canned legumes
529,canned-peas-and-carrots,Canned peas and carrots
534,gelified-candies,Gelified-candies
538,cereals-and-their-products,Cereals and their products
539,flours,Flours
545,cereal-flours,Cereal flours
546,wheat-flours,Wheat flours
547,self-raising-wheat-flour,Self-raising wheat flour
551,coconut-waters,Coconut waters
552,unsweetened-beverages,Unsweetened beverages
556,cocoa-and-chocolate-powders,Cocoa and chocolate powders
557,cocoa-powders,Cocoa powders
561,meat-based-sauces,Meat-based sauces
562,pasta-sauces,Pasta sauces
568,sliced-breads,Sliced breads
569,wholemeal-breads,Wholemeal breads
570,wholemeal-sliced-breads,Wholemeal sliced breads
571,pickles,Pickles
572,salted-snacks,Salted-snacks
597,fats,Fats
599,vegetable-fats,Vegetable fats
600,pates-a-tartiner,Pâtes à tartiner
601,hazelnut-spreads,Hazelnut spreads
602,chocolate-spreads,Chocolate spreads
603,cocoa-and-hazelnuts-spreads,Cocoa and hazelnuts spreads
616,fresh-foods,Fresh foods
618,fresh-meals,Fresh meals
620,chicken-sandwiches,Chicken sandwiches
621,wraps,Wraps
625,milk-substitute,Milk substitute
626,plant-milks,Plant milks
627,coconut-milks,Coconut milks
628,dumplings,Dumplings
629,gyoza,Gyoza
633,dark-chocolates,Dark chocolates
634,extra-fine-dark-chocolates,Extra fine dark chocolates
637,bars,Bars
638,cereal-bars,Cereal bars
639,fruits-cereal-bars,Fruits cereal bars
644,pastas,Pastas
645,wheat-pasta,Wheat-pasta
646,dry-pasta,Dry-pasta
647,durum-wheat-pasta,Durum wheat pasta
658,offals,Offals
659,haggis,Haggis
673,chews,Chews
674,sugary,Sugary
678,peanut-caramel-bar,Peanut-caramel-bar
682,yogurts,Yogurts
693,biscuit-patissier-fourres-chocolat-noisette,biscuit-patissier-fourres-chocolat-noisette
711,white-breads,White breads
712,wheat-breads,Wheat breads
718,nuts-and-their-products,Nuts and their products
721,oilseed-purees,Oilseed purees
722,nut-butters,Nut butters
723,legume-butters,Legume butters
724,peanut-butters,Peanut butters
725,crunchy-peanut-butter,Crunchy-peanut-butter
726,beurres-de-cacahuetes-croustillants,beurres-de-cacahuetes-croustillants
736,nuts,Nuts
746,green-beans,Green beans
748,canned-green-beans,Canned green beans
765,cereal-butters,Cereal butters
766,tahini,Tahini
774,tomatoes-and-their-products,Tomatoes and their products
775,tomatoes,Tomatoes
776,canned-tomatoes,Canned tomatoes
783,tomato-pastes,Tomato pastes
791,fruit-spread,Fruit-spread
805,canned-common-beans,Canned common beans
808,brown-sugars,Brown sugars
811,farming-products,Farming products
812,eggs,Eggs
813,boiled-eggs,Boiled eggs
819,fresh-plant-based-foods,Fresh plant-based foods
821,fresh-vegetables,Fresh vegetables
822,spinachs,Spinachs
823,fresh-spinachs,Fresh spinachs
836,sausages,Sausages
845,canned-fruits,Canned fruits
846,fruits-in-syrup,Fruits in syrup
849,pimented-sauces,Pimented sauces
856,hot-sauces,Hot sauces
866,hamburger-buns,Hamburger buns
869,crustaceans,Crustaceans
872,lobsters,Lobsters
873,plats-a-base-de-crustaces,plats-a-base-de-crustaces
879,crepes-dentelle,crepes-dentelle
880,crepes-dentelle-with-chocolate,Crêpes dentelle with chocolate
908,legume-milks,Legume milks
909,soy-milks,Soy milks
922,produits-de-regime,produits-de-regime
932,cookies-au-gingembre,cookies-au-gingembre
936,chamoy,chamoy
940,white-chocolates,White chocolates
944,artificially-sweetened-beverages,Artificially sweetened beverages
945,tea-based-beverages,Tea-based beverages
946,iced-teas,Iced teas
947,lemon-flavored-iced-teas,Lemon flavored iced teas
951,juices-and-nectars,Juices and nectars
953,fruit-juices,Fruit juices
954,cranberry-juice,Cranberry juice
965,english-muffins,English muffins
966,plant-based-pates,Plant-based pâtés
967,fromage-cheddar-fondu,fromage-cheddar-fondu
973,parsnip-crisps,Parsnip Crisps
974,sweet-potato-crisps,Sweet potato crisps
975,chips-de-betterave,chips-de-betterave
979,seeds,Seeds
981,cereal-grains,Cereal grains
982,rices,Rices
987,dijon-mustards,Dijon mustards
997,jamaican-jerk,Jamaican-jerk
998,soupes-au-poulet,Soupes-au-poulet
999,spiced-chicken-soup,Spiced-chicken-soup
1064,red-pestos,Red pestos
1067,salmons,Salmons
1068,smoked-fishes,Smoked fishes
1069,smoked-salmons,Smoked salmons
1076,raspberries,Raspberries
1081,german-meat-products,German meat products
1084,barbecue-sauces,Barbecue sauces
1087,barbeque-sauce,Barbeque-sauce
1088,steak-sauce,Steak-sauce
1105,crackers,Crackers
1114,pork,Pork
1120,boissons-boissons-avec-sucre-ajoute,Boissons-boissons-avec-sucre-ajoute
1123,tapenades,Tapenades
1126,protein-shakes,Protein shakes
1128,mince-pies,Mince-pies
1149,sordough-breads,Sordough-breads
1173,chocolate-chip-cookies,Chocolate chip cookies
1174,cookies-with-milk-chocolate,Cookies with milk chocolate
1232,cookies-with-chocolate-and-coconut,Cookies with chocolate and coconut
1242,dry-biscuits,Dry biscuits
1247,almonds,Almonds
1248,grilled-almonds,Grilled almonds
1249,salted-almonds,Salted almonds
1250,salted-and-grilled-almonds,Salted and grilled almonds
1287,pistachios,Pistachios
1303,peanuts,Peanuts
1304,salted-nuts,Salted nuts
1305,salted-pistachios,Salted pistachios
1319,roasted-pistachios,Roasted pistachios
1322,aliments-a-base-de-plantes-seches,aliments-a-base-de-plantes-seches
1373,caramels,Caramels
1374,fudges,fudges
1376,lamb-meat,Lamb meat
1389,applesauces,Applesauces
1396,apple-juices,Apple juices
1405,blueberry-applesauces,Blueberry applesauces
1414,jugos,jugos
1415,jugos-de-verduras,jugos-de-verduras
1426,vegetable-juices,Vegetable juices
1427,tomato-juices,Tomato juices
1429,juices,Juices
1431,stews,Stews
1432,collation,collation
1442,refrigerated-soups,Refrigerated soups
1448,milk-chocolate-biscuits,Milk chocolate biscuits
1462,frozen-plant-based-foods,Frozen plant-based foods
1463,frozen-legumes,Frozen legumes
1464,frozen-vegetables,Frozen vegetables
1465,frozen-common-beans,Frozen common beans
1470,frozen-seafood,Frozen seafood
1471,cod-fillets,Cod fillets
1472,frozen-fishes,Frozen fishes
1487,breakfast-cereals,Breakfast cereals
1488,chocolate-cereals,Chocolate cereals
1495,puffed-grains,Puffed grains
1496,puffed-cereals,Puffed cereals
1509,puffed-oat,Puffed oat
1511,caramelo-suave,caramelo-suave
1564,barres-aux-fruits,Barres aux fruits
1565,barra-de-granola,barra-de-granola
1583,barra-de-granola-con-frutas-y-almendras,barra-de-granola-con-frutas-y-almendras
1599,barras-de-granola-con-avena-y-chocolate-oscuro,barras-de-granola-con-avena-y-chocolate-oscuro
1601,mix,Mix
1649,rice-cereal,Rice-cereal
1660,barras-de-granola-con-coco,barras-de-granola-con-coco
1676,shortbread-cookies,Shortbread cookies
1677,shortbread,Shortbread
1704,lychees-in-syrup,Lychees in syrup
1723,noix-de-coco-au-sirop,noix-de-coco-au-sirop
1731,cremes-de-coco,Cremes-de-coco
1736,basil-seed-drink,basil-seed-drink
1760,curry-pastes,Curry pastes
1761,red-curry-pastes,Red curry pastes
1775,orange-juices,Orange juices
1785,bison,Bison
1790,flaky-biscuits,Flaky biscuits
1797,biscuits-au-caramel,biscuits-au-caramel
1803,assorted-chocolate-candies,Assorted chocolate candies
1807,panna-cottas,Panna cottas
1808,panna-cottas-with-fruit-coulis,Panna cottas with fruit coulis
1809,preparation-for-dessert,Preparation-for-dessert
1810,preparation-for-panna-cotta,Preparation-for-panna-cotta
1818,pasteurized-cheeses,Pasteurized cheeses
1822,ryazhenka,Ryazhenka
1824,popcorn,Popcorn
1825,peels,Peels
1834,nut-flours,Nut flours
1835,almond-meal,Almond meal
1839,salchichoneria,salchichoneria
1847,tropical-fruits,Tropical fruits
1849,coconuts,Coconuts
1850,grated-coconut,Grated coconut
1853,caster-sugar,Caster-sugar
1865,powdered-sugars,Powdered sugars
1868,stuffed-pastas,Stuffed pastas
1869,cannelloni,Cannelloni
1907,pineapple-juices,Pineapple juices
1908,squeezed-juices,Squeezed juices
1917,canned-white-common-beans,Canned white common beans
1936,bacon,Bacon
1937,sliced-bacon,Sliced bacon
1951,fresh-meats,Fresh meats
1952,steaks,Steaks
1953,beef-steaks,Beef steaks
1954,ground-steaks,Ground steaks
1955,ground-beef-steaks,Ground beef steaks
1974,non-alcoholic-beverages,Non-Alcoholic beverages
1999,canned-cereals,Canned cereals
2000,canned-corn,Canned corn
2001,canned-sweet-corn,Canned sweet corn
2002,produits-a-garnir,produits-a-garnir
2003,vol-au-vent-a-garnir,vol-au-vent-a-garnir
2009,prepared-lasagne,Prepared lasagne
2015,rice-dishes,Rice dishes
2018,risottos,Risottos
2022,chicken-risottos,Chicken risottos
2027,flatbreads,Flatbreads
2029,pitas,Pitas
2037,hot-beverages,Hot beverages
2039,teas,Teas
2046,pumpkin-and-squash-plant-products,Pumpkin and Squash plant products
2047,pumpkins-and-their-products,Pumpkins and their products
2048,pumpkins,Pumpkins
2049,butternut-squashes,Butternut squashes
2062,potato-crisps-in-sunflower-oil,Potato crisps in sunflower oil
2077,soy-sauces,Soy sauces
2081,lemonade,Lemonade
2085,frozen-desserts,Frozen desserts
2086,ice-creams-and-sorbets,Ice creams and sorbets
2087,ice-creams,Ice creams
2088,ice-cream-tubs,Ice cream tubs
2089,chocolate-ice-cream-tubs,Chocolate ice cream tubs
2096,tuna-pizzas,Tuna pizzas
2128,salad-dressings,Salad dressings
2131,mayonnaises,Mayonnaises
2139,macaroni-cheese,Macaroni-cheese
2160,sauces-blanches,Sauces blanches
2164,peppercorn-ranch-dressing,Peppercorn-ranch-dressing
2174,italian-dressing,Italian-dressing
2195,greek-yogurts,Greek-yogurts
2196,low-fat-yogurts,Low-fat yogurts
2199,cured-sausages,Cured sausages
2200,salami,Salami
2201,sliced-salame,Sliced-salame
2239,dry-pastas,Dry pastas
2241,durum-wheat-macaroni,Durum wheat macaroni
2257,vegetable-oils,Vegetable oils
2258,cereal-oils,Cereal oils
2259,corn-oils,Corn oils
2260,oils,Oils
2266,products-without-gluten,Products without gluten
2268,gluten-free-pasta,Gluten-free pasta
2269,lasagnes-a-garnir,Lasagnes à garnir
2270,feuilles-de-lasagne,feuilles-de-lasagne
2294,kettle-cooked-chips,Kettle-cooked-chips
2304,jelly-candy,Jelly-candy
2330,chestnut-spreads,Chestnut spreads
2410,nut-confectioneries,Nut confectioneries
2411,marrons-glaces,Marrons glacés
2416,reduced-fat-milks,Reduced-fat-milks
2422,fruit-and-fruit-seed-oils,Fruit and fruit seed oils
2423,coconut-oils,Coconut oils
2431,frozen-fruits,Frozen fruits
2432,frozen-berries,Frozen berries
2438,gluten-free-biscuits,Gluten-free biscuits
2454,potato-preparations,Potato preparations
2455,purees,Purées
2457,mashed-potatoes,Mashed potatoes
2460,frozen-fried-chicken,Frozen-fried-chicken
2462,nuggets-de-legumes,nuggets-de-legumes
2472,pears-in-syrup,Pears in syrup
2499,apricots-in-syrup,Apricots in syrup
2500,canned-apricots-in-syrup,Canned apricots in syrup
2506,sirop-leger,sirop-leger
2552,tomato-purees,Tomato purées
2573,peaches,Peaches
2574,peaches-in-syrup,Peaches in syrup
2610,tomato-pulps,Tomato pulps
2628,canned-fruits-in-juice,Canned fruits in juice
2629,pineapple-in-juice,Pineapple in juice
2642,70,70
2653,green-peas,Green peas
2654,canned-peas,Canned peas
2665,peeled-tomatoes,Peeled tomatoes
2677,broths,Broths
2680,beef-dishes,Beef dishes
2682,beef-broth,Beef broth
2684,chocolate-covered-coffee-beans,Chocolate-covered-coffee-beans
2701,wafers,Wafers
2702,stuffed-wafers,Stuffed wafers
2714,doughnuts,Doughnuts
2716,220,220
2718,enlatados,enlatados
2751,plant-based-pickles,Plant-based pickles
2752,vegetable-pickles,Vegetable pickles
2753,pickled-cucumbers,Pickled cucumbers
2754,gherkins,Gherkins
2787,paellero,paellero
2797,seasonings,Seasonings
2801,hot-chili-sauce,Hot-chili-sauce
2806,goat-cheeses,Goat cheeses
2807,goat-s-cheese,Goat-s-cheese
2828,noodles,Noodles
2832,soymilk,Soymilk
2843,nut-milks,Nut milks
2844,almond-milks,Almond milks
2874,vanilla-almond-milks,Vanilla almond milks
2884,vegano,vegano
2902,poultries,Poultries
2903,turkeys,Turkeys
2904,turkey-breasts,Turkey breasts
2907,genoa-salami,Genoa-salami
2914,beverages-with-cranberry,Beverages with cranberry
2921,sponge-cakes,Sponge-cakes
2923,coffee-drinks,Coffee drinks
2924,iced-coffees,Iced coffees
2929,coffees,Coffees
2938,wheat-crackers,Wheat crackers
2948,puffed-cereal-cakes,Puffed cereal cakes
2950,plain-salty-snacks,Plain salty snacks
2955,energy-drinks,Energy drinks
2965,aloe-vera-drinks,Aloe Vera drinks
2968,creams,Creams
2971,creamer,Creamer
2976,sunflower-seeds-and-their-products,Sunflower seeds and their products
2978,sunflower-oils,Sunflower oils
2984,assortments-of-biscuits,Assortments of biscuits
2993,chili-con-carne,Chili con carne
2995,microwavable-popcorn,Microwavable-popcorn
2996,popping-corn,Popping-corn
3029,spreadable-fats,Spreadable fats
3038,chocolate-covered-fruits,Chocolate covered fruits
3048,filets-poisson-enrobe-de-chapelure,filets-poisson-enrobe-de-chapelure
3055,puffed-salty-snacks,Puffed salty snacks
3056,puffed-salty-snacks-made-from-maize,Puffed salty snacks made from maize
3081,corn-chips,Corn chips
3117,potato-crips,Potato-crips
3130,chickens,Chickens
3131,charcuteries-cuites,Charcuteries cuites
3132,cooked-poultry-breast-slices,Cooked poultry breast slices
3133,chicken-breasts,Chicken breasts
3134,cooked-chicken-breast-slices,Cooked chicken breast slices
3135,smoked-chicken-breast,Smoked chicken breast
3141,linguine,Linguine
3153,gateaux-roules,Gateaux-roules
3154,genoises,Genoises
3155,roules-a-la-fraise,Roules-a-la-fraise
3166,shelled-nuts,Shelled nuts
3178,sliced-breads-with-cereals,Sliced-breads-with-cereals
3183,pains-de-campagne,Pains de campagne
3194,bouillies,bouillies
3195,fufus,fufus
3200,batonnets-de-pain,Batonnets-de-pain
3202,garlic-mashed-potatoes,Garlic-mashed-potatoes
3203,vegetable-mixes,Vegetable-mixes
3216,plain-wafers,Plain wafers
3230,panettone,Panettone
3243,patisserie-au-levain,patisserie-au-levain
3256,flakes,Flakes
3257,cereal-flakes,Cereal flakes
3258,rolled-flakes,Rolled flakes
3259,rolled-oats,Rolled oats
3316,cooked-poultries,Cooked poultries
3317,chicken-cutlets,Chicken cutlets
3318,breaded-chicken-cutlets,Breaded chicken cutlets
3321,dips,Dips
3323,waters,Waters
3324,spring-waters,Spring waters
3325,mineral-waters,Mineral waters
3326,natural-mineral-waters,Natural mineral waters
3335,whipped-cream-cheese-spread,Whipped-cream-cheese-spread
3338,ramen-noodles,Ramen-noodles
3358,dried-cranberries,Dried cranberries
3404,dark-chocolate-bar-with-more-than-70-cocoa,Dark chocolate bar with more than 70% cocoa
3409,chocolates-with-almonds,Chocolates with almonds
3410,dark-chocolates-with-almonds,Dark chocolates with almonds
3422,sauces-caesar,Sauces caesar
3425,relishes,Relishes
3444,horseradish-cheddar,Horseradish-cheddar
3455,crema-de-mani,crema-de-mani
3468,sundae-ice-cream,Sundae ice cream
3478,porridge,Porridge
3491,cashew-nuts,Cashew nuts
3510,acid-gummy-candies,Acid gummy candies
3511,fizzy-sweets,Fizzy-sweets
3526,fruit-nectars,Fruit nectars
3533,apple-nectars,Apple nectars
3543,squeezed-orange-juices,Squeezed orange juices
3546,frozen-fried-potatoes,Frozen fried potatoes
3547,fries,Fries
3548,frozen-fries,Frozen fries
3559,broad-beans,Broad beans
3560,canned-broad-beans,Canned broad beans
3569,legume-seeds,Legume seeds
3572,pulses,Pulses
3573,chickpeas,Chickpeas
3576,canned-chickpeas,Canned chickpeas
3589,beans,beans
3623,margarines,Margarines
3637,chocolate-bars,Chocolate bars
3661,peanut-butter-cup,Peanut-butter-cup
3678,christmas-foods-and-drinks,Christmas foods and drinks
3680,christmas-sweets,Christmas sweets
3701,animal-fats,Animal fats
3702,milkfat,Milkfat
3703,dairy-spread,Dairy spread
3704,butters,Butters
3705,salted-butters,Salted butters
3709,sazonador,sazonador
3725,fruit-pastes,Fruit pastes
3734,fruit-snacks,Fruit-snacks
3746,hummus,Hummus
3764,vegetarian-burgers,Vegetarian-burgers
3776,mangoes,Mangoes
3778,vegetables-and-their-products,vegetables-and-their-products
3827,flapjack,flapjack
3843,fruit-yogurts,Fruit yogurts
3845,yoghurts-high-in-protein-on-a-fruit-layer,Yoghurts high in protein on a fruit layer
3853,bebida-isotonica,bebida-isotonica
3864,avena,Avena
3869,aguas-vitaminadas,aguas-vitaminadas
3872,bebidas-isotonicas,bebidas-isotonicas
3873,polvo,polvo
3874,polvo-para-preparar-bebidas-energeticas,polvo-para-preparar-bebidas-energeticas
3911,cereals-with-fruits,Cereals with fruits
3912,extruded-flakes,Extruded flakes
3913,mueslis,Mueslis
3914,mueslis-with-fruits,Mueslis with fruits
3915,mixed-cereal-flakes,Mixed cereal flakes
3925,salty-snacks-made-from-potato,Salty snacks made from potato
3936,pre-baked-breads,Pre-baked breads
3950,soft-cheeses-with-bloomy-rind,Soft cheeses with bloomy rind
3951,camemberts,Camemberts
3953,pasteurized-camembert,Pasteurized camembert
4012,swiss-chocolates,Swiss chocolates
4017,flavoured-chocolates,Flavoured chocolates
4018,flavoured-milk-chocolates,Flavoured milk chocolates
4033,barbecue-crisps,Barbecue crisps
4036,canned-meats,Canned meats
4061,condiments-a-tartiner,Condiments à tartiner
4066,white-smoked-hams,White smoked hams
4070,precooked-meat,Precooked-meat
4084,canned-precooked-meat,Canned-precooked-meat
4111,starters,Starters
4124,barras-de-cereales,barras-de-cereales
4125,barras-energeticas,barras-energeticas
4129,barra-de-nueces,barra-de-nueces
4143,corn-flakes,Corn flakes
4186,snaks-dulces,Snaks-dulces
4194,toaster-pastries,Toaster pastries
4315,pollocks,Pollocks
4316,alaska-pollock,Alaska pollock
4324,sheep-dishes,Sheep dishes
4330,cabbages,Cabbages
4363,pineapple,Pineapple
4364,pineapple-slices-in-juice,Pineapple-slices-in-juice
4393,corned-beef,Corned-beef
4398,sausages-from-spain,Sausages from Spain
4492,chocolate-biscuity-bars,Chocolate biscuity bars
4500,syrups,Syrups
4501,simple-syrups,Simple syrups
4502,maple-syrups,Maple syrups
4503,sirops-traditionnels,Sirops-traditionnels
4517,diet-beverages,Diet beverages
4519,diet-sodas,Diet sodas
4520,orange-soft-drinks,Orange soft drinks
4523,prepared-vegetables,Prepared vegetables
4524,baked-beans-in-tomato-sauce,Baked beans in tomato sauce
4530,protein-bars,Protein bars
4537,lancashire-cheese,Lancashire cheese
4554,flax-seeds,Flax seeds
4555,gold-flax-seeds,Gold flax seeds
4561,meat-analogues,Meat analogues
4562,textured-vegetable-protein,Textured vegetable protein
4567,bran,Bran
4568,cereal-brans,Cereal brans
4569,oat-brans,Oat brans
4586,oat,Oat
4595,brownies,Brownies
4602,polvo-para-hornear,polvo-para-hornear
4651,baklava,Baklava
4652,cornbread,Cornbread
4665,guacamoles,Guacamoles
4669,balsamic-vinaigrette,Balsamic-vinaigrette
4675,melanges-de-graines,Melanges-de-graines
4683,roasted-nuts,Roasted nuts
4692,brie-cheese,Brie-cheese
4693,freeze-dried,Freeze-dried
4707,pierogies,Pierogies
4721,chicken-corn-chowder,Chicken-corn-chowder
4738,tortillas,tortillas
4748,rices-for-risotto,Rices for risotto
4760,squeezed-apple-juices,Squeezed apple juices
4767,fettuccine,fettuccine
4778,creamy-peanut-butter,Creamy-peanut-butter
4792,caramel-spreads,Caramel spreads
4794,sutituto-de-la-crema,sutituto-de-la-crema
4827,common-beans,Common beans
4829,pinto-beans,Pinto beans
4842,blackberries-in-syrup,Blackberries-in-syrup
4852,cherries-in-syrup,Cherries in syrup
4856,shrimps,Shrimps
4859,cow-milks,Cow milks
4862,salsa-de-soya,salsa-de-soya
4880,gummy-bears,Gummy bears
4900,brioches-tressees,Brioches tressées
