index,tag,label
85428,manchego,Manchego
85435,prefous,Préfous
85466,specialites-fromageres,specialites-fromageres
85529,puffed-wheat-cakes,Puffed wheat cakes
85530,puffed-spelt-cakes,Puffed spelt cakes
85535,moutardes-mi-fortes,moutardes-mi-fortes
85729,mushroom-pies,Mushroom pies
85753,biscuit-fourre-chocolat,biscuit-fourre-chocolat
85759,cuisine,cuisine
85782,tomme-de-brebis,Tomme de brebis
85793,melange-de-cereales-a-cuire,melange-de-cereales-a-cuire
85801,boisson-a-l-eau-de-source-aromatisee-au-concentre-de-fruits,boisson-a-l-eau-de-source-aromatisee-au-concentre-de-fruits
85806,saumons-flambes,saumons-flambes
85825,liegeois-pistache,liegeois-pistache
85831,rulo-de-cabra,Cheese buche from goat's milk
85837,frites-au-four,frites-au-four
85981,rhubarb-jams,Rhubarb jams
86145,hearts-of-palm,Hearts of palm
86258,crepes-filled-with-fish,Crepes filled with fish
86287,sauces-piquantes,sauces-piquantes
86430,pains-azymes-a-la-farine-de-froment,Pains azymes à la farine de froment
86473,stuffed-cabbage,Stuffed cabbage
86501,cooked-carrots,Cooked carrots
86505,edamame,edamame
86506,feves-de-soja,feves-de-soja
86514,cooked-beetroots,Cooked beetroots
86523,cardoons,Cardoons
86538,pommes-de-terre-entieres,pommes-de-terre-entieres
86673,fromages-alleges-en-matiere-grasse,fromages-alleges-en-matiere-grasse
86772,fromage-a-pate-molle,fromage-a-pate-molle
86816,fromage-a-tartiner-et-a-cuisiner,fromage-a-tartiner-et-a-cuisiner
86949,fromage-tranches,fromage-tranches
86981,marrons-cuits,marrons-cuits
86989,purees-de-fraises,purees-de-fraises
87006,salade-strasbourgeoise,salade-strasbourgeoise
87019,moules-au-curry,moules-au-curry
87031,brioche-prepacked,Brioche prepacked
87040,brioches-au-lait,brioches-au-lait
87053,brioches-tranchees-aux-cereales-completes,brioches-tranchees-aux-cereales-completes
87112,brioches-tranchees-au-chocolat,brioches-tranchees-au-chocolat
87203,pains-de-mie-blancs-nature,pains-de-mie-blancs-nature
87218,multigrain-sliced-breads,Multigrain sliced breads
87238,galettes-sablees,galettes-sablees
87282,lecithines,lecithines
87321,biscuit-shortbread-with-chocolate-pre-packed,Biscuit-shortbread-with-chocolate-pre-packed
87329,regal-de-legumes-verts-bio,regal-de-legumes-verts-bio
87333,flavoured-soy-dessert,Flavoured soy dessert
87334,caramel-soy-desserts,Caramel soy desserts
87337,terrine-vegetarienne,terrine-vegetarienne
87364,boisson-au-chocolat,boisson-au-chocolat
87371,rice-based-creams-for-cooking,Rice-based creams for cooking
87390,pates-de-petit-epeautre,Pâtes de petit épeautre
87391,torsades-au-petit-epeautre,torsades-au-petit-epeautre
87398,carres-coupe-faim-minceur-cacao,carres-coupe-faim-minceur-cacao
87404,truites-en-conserve,truites-en-conserve
87425,soy-based-creams-for-cooking,Soy-based creams for cooking
87435,cereales-et-derives,Cereales-et-derives
87436,cereales-pour-petit-dejeuner,Cereales-pour-petit-dejeuner
87437,mueslis-au-chocolat,Mueslis-au-chocolat
87438,petit-dejeuners,Petit-dejeuners
87451,puree-lentilles-corail-potiron-bio,puree-lentilles-corail-potiron-bio
87476,agar-agar,Agar-agar
87530,salade-lentilles-et-legumes-bio,salade-lentilles-et-legumes-bio
87557,pates-semi-completes,pates-semi-completes
87580,pot-noodles,Pot noodles
87630,preparations-pour-galettes-de-legumes,preparations-pour-galettes-de-legumes
87654,spaghettis-de-konjac,spaghettis-de-konjac
87661,chinese-egg-noodles,Chinese egg noodles
87669,vermicelles,vermicelles
87670,vermicelles-de-konjac,vermicelles-de-konjac
87681,konjac,konjac
87692,caramel-almond-milks,caramel-almond-milks
87716,yakitori-sauces,Yakitori sauces
87748,pollens,Pollens
87778,boisson-detox,boisson-detox
87832,lemon-soy-yogurts,Lemon soy yogurts
87857,pates-aux-algues,pates-aux-algues
87892,fine-mustards,Fine mustards
87899,nouilles-de-riz,nouilles-de-riz
87954,biscuits-et-gateaux,Biscuits-et-gateaux
87955,snacks-sucres,Snacks-sucres
88005,moutardes-au-poivre,moutardes-au-poivre
88006,moutardes-au-poivre-vert,moutardes-au-poivre-vert
88036,blackcurrant-mustards,Blackcurrant mustards
88098,curry-mustards,Curry mustards
88104,mini-saucissons-secs,mini-saucissons-secs
88126,vpo,vpo
88138,rotis-de-poulet,rotis-de-poulet
88157,es,es
88164,volaille-preparee,volaille-preparee
88179,haches-de-poulet,haches-de-poulet
88180,steaks-de-poulet,steaks-de-poulet
88241,coquelets,coquelets
88309,roti-de-poulet,roti-de-poulet
88379,confits,confits
88405,boule-de-campagne,boule-de-campagne
88454,plats-prepares-au-fromage,plats-prepares-au-fromage
88465,flammekueches-salees,Flammekueches salées
88474,croustades,croustades
88491,buchettes-au-fromage,buchettes-au-fromage
88525,cremes-de-tomates-sechees,cremes-de-tomates-sechees
88554,chutney,chutney
88560,pickled-caper-berries,Pickled caper berries
88561,caprons,caprons
88566,pates-d-epices,pates-d-epices
88567,pates-de-tandoori,pates-de-tandoori
88656,quince-jams,Quince jams
88736,watermelon-jams,Watermelon jams
88772,thons-blancs-au-naturel,Thons blancs au naturel
88960,saucisses-de-lapin,saucisses-de-lapin
88985,jambon-superieur,jambon-superieur
89028,tortellinis-au-jambon,tortellinis-au-jambon
89029,tortellinis-frais,tortellinis-frais
89030,tortellinis-a-poeler,tortellinis-a-poeler
89072,tortellini-a-la-carbonara,tortellini-a-la-carbonara
89102,gnocchis-a-poeler,gnocchis-a-poeler
89152,pasta-box,pasta-box
89164,raw-fresh-pasta-stuffed-with-cheese-and-vegetables,Raw-fresh-pasta-stuffed-with-cheese-and-vegetables
89205,raw-fresh-pasta-stuffed-with-vegetables,Raw-fresh-pasta-stuffed-with-vegetables
89235,french-nuts,French nuts
89236,noix-de-grenoble,Noix de Grenoble
89244,fruits-a-coques-seches,fruits-a-coques-seches
89271,plat-a-cuisiner,plat-a-cuisiner
89272,pates-a-cuisiner,pates-a-cuisiner
89310,fusilli-a-la-carbonara,fusilli-a-la-carbonara
89407,pizza-jambon-champignons,pizza-jambon-champignons
89435,three-cheese-pizza,Three Cheese Pizza
89443,mozzarella-sandwiches,Mozzarella sandwiches
89449,club,club
89580,egg-roll-with-cooked-shrimp,Egg roll with cooked shrimp
89589,preparations-made-from-crabs,Preparations made from crabs
89590,egg-roll-with-cooked-crab,Egg roll with cooked crab
89592,plats-a-base-de-surimi,plats-a-base-de-surimi
89618,preparations-pour-patisseries,preparations-pour-patisseries
89623,chestnut-syrups,Chestnut syrups
89628,strawberry-syrups,Strawberry syrups
89634,sirops-de-melon,sirops-de-melon
89642,sirops-de-mure,sirops-de-mure
89646,blueberry-syrups,Blueberry syrups
89651,peach-syrups,Peach syrups
89657,violet-syrups,Violet Syrups
89661,lime-syrups,Lime syrups
89669,sirops-de-canneberge,sirops-de-canneberge
89674,cherry-syrups,Cherry syrups
89688,sirops-de-pamplemousse,Sirops de pamplemousse
89737,gateaux-au-caramel,gateaux-au-caramel
89757,accompagne-aperitif,accompagne-aperitif
89758,aliments-sans-conservateurs,aliments-sans-conservateurs
89759,aliments-sans-gluten,aliments-sans-gluten
89760,chips-de-ble-noir,chips-de-ble-noir
89761,chips-de-sarrasin,chips-de-sarrasin
89762,minis-crepes-croustillantes,minis-crepes-croustillantes
89774,sodas-au-gingembre-epice,sodas-au-gingembre-epice
89802,almond-oils,Almond oils
89836,pistachio-oils,Pistachio oils
89968,confitures-de-mandarines-passion,confitures-de-mandarines-passion
89990,cassoulets-au-confit-d-oie,cassoulets-au-confit-d-oie
90035,plat-en-boite,plat-en-boite
90101,chocolats-pur-beurre-de-cacao,chocolats-pur-beurre-de-cacao
90207,picholines,picholines
90286,produit-frais,produit-frais
90287,saucisse-a-cuire,saucisse-a-cuire
90333,spatzles-d-alsace,spatzles-d-alsace
90365,munsters-with-raw-milk,Munsters with raw milk
90366,petits-munsters,Petits Munsters
90383,tripoux,Tripoux
90426,crozets-de-savoie,Crozets de Savoie
90427,crozets-au-sarrasin,crozets-au-sarrasin
90508,white-chocolates-with-hazelnuts,White chocolates with hazelnuts
90720,saint-nectaire,Saint-Nectaire
90871,eggplant-gratin,Eggplant Gratin
90926,blancs-de-dinde-dore-au-four,Blancs de dinde doré au four
90939,biscuits-aperitifs-au-fromage,biscuits-aperitifs-au-fromage
91020,chicken-basque-style,Chicken Basque style
91026,abondance,Abondance
91062,grillons-de-canard,Grillons de canard
91151,gateaux-a-l-orange,gateaux-a-l-orange
91267,galletas-con-tableta-de-chocolate-negro,Galletas con tableta de chocolate negro
91313,cheese-pies,Cheese pies
91325,compotes-pommes-vanille,Compotes pommes vanille
91387,barquettes-aux-abricots,barquettes-aux-abricots
91419,salades-catalanes,Salades catalanes
91452,allumettes-de-lardons,allumettes-de-lardons
91458,frozen-pies,Frozen pies
91480,sauce-cuisinee,sauce-cuisinee
91503,vanilla-soy-milks,Vanilla soy milks
91557,quiches-with-fish,Quiches with fish
91563,milk-chocolate-candies,Milk chocolate candies
91564,bonbons-de-chocolat-au-praline,bonbons-de-chocolat-au-praline
91588,meals-with-tuna,Meals with tuna
91590,macaroni-prepares,macaroni-prepares
91657,des-de-poulet,des-de-poulet
91674,apricots,Apricots
91736,feuilletes-aperitifs,feuilletes-aperitifs
91757,oeufs-biologiques,oeufs-biologiques
91782,yaourts-aux-fruits-sans-morceaux,yaourts-aux-fruits-sans-morceaux
91809,ktipiti,Ktipiti
91879,filets-d-anchois-aux-capres,filets-d-anchois-aux-capres
91886,yaourts-bio,yaourts-bio
91913,colins-d-alaska-a-la-florentine,colins-d-alaska-a-la-florentine
91922,fish-with-bordelaise-sauce,Fish with bordelaise sauce
91923,colin-d-alaska-a-la-bordelaise,Colin d'Alaska à la bordelaise
92035,barres-de-regime-saveur-noix-de-coco-enrobees-de-chocolat-au-lait,barres-de-regime-saveur-noix-de-coco-enrobees-de-chocolat-au-lait
92087,buches,buches
92096,crackers-alleges-en-matieres-grasses,crackers-alleges-en-matieres-grasses
92141,liegeois-chocolat,liegeois-chocolat
92178,salmon-roe,Salmon roe
92237,ravioli-ricotta-epinards,Ravioli ricotta & épinards
92368,porc-a-la-dijonnaise,porc-a-la-dijonnaise
92408,saumons-sauce-oseille,saumons-sauce-oseille
92432,boudins-noirs-antillais,boudins-noirs-antillais
92471,viennoiseries-surgelees,Viennoiseries surgelées
92473,croissants-surgeles,Croissants surgelés
92567,carpaccios,carpaccios
92598,plats-prepares-a-rechauffer-a-la-plancha,plats-prepares-a-rechauffer-a-la-plancha
92599,plats-prepares-a-rechauffer-a-la-poele,plats-prepares-a-rechauffer-a-la-poele
92609,yakitori,yakitori
92610,yakitori-de-porc,yakitori-de-porc
92644,napoje-kakaowe,napoje-kakaowe
92693,sarasson,sarasson
92704,blancs-en-neige,blancs-en-neige
92711,laits-cailles,laits-cailles
92852,poe,poe
92890,pan-fried-vegetables,Pan-fried vegetables
92899,purees-de-patates-douces,purees-de-patates-douces
92922,feuillettes,feuillettes
93126,macaroni-aux-oeufs,macaroni-aux-oeufs
93127,macaroni-d-alsace,macaroni-d-alsace
93330,aliments-a-base-de-plantes-en-conserve,Aliments-a-base-de-plantes-en-conserve
93331,conserves,Conserves
93332,legumes-en-conserve,Legumes-en-conserve
93333,legumes-et-derives,Legumes-et-derives
93334,legumineuses,Legumineuses
93335,legumineuses-en-conserve,Legumineuses-en-conserve
93336,legumineuses-et-derives,Legumineuses-et-derives
93337,petits-pois-en-conserve,Petits-pois-en-conserve
93360,pate-a-derouler,pate-a-derouler
93375,stuffed-vegetables,Stuffed vegetables
93477,salmon-risottos,Salmon risottos
93487,wok-de-crevettes,wok-de-crevettes
93496,banh-bao,Banh Bao
93764,toamatoes-pies,Toamatoes-pies
93765,tarte-aux-tomates-cerises,tarte-aux-tomates-cerises
93766,tarte-aux-tomates-cerises-et-au-fromage-frais,tarte-aux-tomates-cerises-et-au-fromage-frais
93939,gansettes,gansettes
94118,boissons-salees,boissons-salees
94202,flan-caramel-lait,flan-caramel-lait
94215,oranges,Oranges
94226,rice-chocolates,Rice chocolates
94227,rice-milk-chocolates,Rice milk chocolates
94300,papillons,papillons
94301,papillons-aux-oeufs,papillons-aux-oeufs
94302,papillons-d-alsace,papillons-d-alsace
94418,flan-caramelise,flan-caramelise
94558,colins-d-alaska-a-la-bordelaise,colins-d-alaska-a-la-bordelaise
94591,ratatouilles-nicoises,ratatouilles-nicoises
94615,boissons-froides,boissons-froides
94684,amandes-hachees,amandes-hachees
94714,farine-a-gateau,farine-a-gateau
94752,fresh-sprouts,Fresh sprouts
94754,fresh-legume-sprouts,Fresh legume sprouts
94757,fresh-mung-bean-sprouts,Fresh mung bean sprouts
94971,potato-dishes,Potato dishes
95049,confitures-au-fructose,confitures-au-fructose
95114,soda-aromatise,soda-aromatise
95162,gateau-de-riz-nappe-de-caramel,gateau-de-riz-nappe-de-caramel
95223,causses-blue-cheeses,Causses blue cheeses
95280,plain-petit-suisse-around-4-fat,Plain Petit-Suisse around 4% fat
95281,laitage-fromage-frais,laitage-fromage-frais
95293,genoises-a-la-framboise,genoises-a-la-framboise
95474,acras,Acras
95594,coquilles-saint-jacques-a-la-charentaise,coquilles-saint-jacques-a-la-charentaise
95661,milk-chocolate-with-almonds,Milk chocolate with almonds
95730,pates-a-cuisson-rapide,pates-a-cuisson-rapide
95745,crepe-filled-with-cheese,Crepe filled with cheese
95786,salty-fritters,Salty Fritters
95787,shrimp-fritters,Shrimp fritters
95894,canned-bamboo-shoots,Canned bamboo shoots
95905,gaufres-fourrees-a-la-vergeoise,gaufres-fourrees-a-la-vergeoise
95950,couscous-a-preparer,couscous-a-preparer
95976,tagliatelles-au-ble-dur,tagliatelles-au-ble-dur
95989,creme-dessert-semoule,creme-dessert-semoule
96021,poelees-campagnardes,Poêlées campagnardes
96028,plat-a-rechauffer,plat-a-rechauffer
96035,florentines,Florentines
96085,saucisson-sec-d-auvergne,Saucisson sec d'Auvergne
96110,tablettes-de-chocolat,tablettes-de-chocolat
96213,saucissons-cuits,Saucissons cuits
96295,aubergines-cuisinees,aubergines-cuisinees
96314,raw-thinly-shredded-vegetables,Raw-thinly-shredded-vegetables
96428,poireaux-a-la-creme,poireaux-a-la-creme
96503,concentrated-grape-juices,Concentrated grape juices
96512,concentrated-grapefruit-juices,Concentrated grapefruit juices
96527,rocamadour,Rocamadour
96544,pear-sorbets,Pear sorbets
96551,glaces-a-la-menthe,Glaces à la menthe
96658,terrines-de-saint-jacques,Terrines de Saint-Jacques
96665,pork-snout-in-salad-dressing-sauce,Pork snout in salad dressing sauce
96699,lasagnes-a-garnir-aux-oeufs,lasagnes-a-garnir-aux-oeufs
96719,mille-feuille-pastry,Mille-feuille pastry
96743,pear-nectars,Pear nectars
96925,compotes-pommes-mangue-passion,compotes-pommes-mangue-passion
96992,salades-nicoises,Salades nicoises
97096,fromages-pour-tartiflette,fromages-pour-tartiflette
97104,argopecten-purpuratus,argopecten-purpuratus
97134,boeufs-aux-haricots,boeufs-aux-haricots
97227,biscuits-tablette-fourree,Biscuits tablette fourrée
97499,concombres-au-yaourt,concombres-au-yaourt
97520,boissons-a-la-cerise,boissons-a-la-cerise
97547,bacon-burger,bacon-burger
97564,truffes-aux-ecorces-d-oranges-confites,truffes-aux-ecorces-d-oranges-confites
97722,desserts-lactes-pistache,desserts-lactes-pistache
97784,purees-de-carottes-surgelees,purees-de-carottes-surgelees
97823,raspberry-coulis,Raspberry coulis
97884,selles-sur-cher,Selles-sur-Cher
97988,sardines-a-l-huile-pimentee,sardines-a-l-huile-pimentee
97997,belgian-endives,Belgian endives
97998,canned-belgian-endives,Canned Belgian endives
97999,chicory,Chicory
98034,sauces-au-poivre-deshydratees,sauces-au-poivre-deshydratees
98094,tartiflettes-surgelees,tartiflettes-surgelees
98180,rabbit-dishes,Rabbit dishes
98193,rillettes-de-poulet-roti,Rillettes de poulet rôti
98305,breaded-whiting,Breaded whiting
98331,charcuteries-allegees-en-matiere-grasse,charcuteries-allegees-en-matiere-grasse
98368,fajitas-kits,Fajitas kits
98372,sauces-epicees,sauces-epicees
98401,common-dab,Common dab
98429,produit-congele,produit-congele
98548,cordon-bleu-escalope,cordon-bleu-escalope
98592,light-potato-crisps,Light potato crisps
98656,chipolatas-aux-herbes,Chipolatas aux herbes
98706,tartufo-dessert,Tartufo-dessert
98739,sauces-poivrons-aubergines,sauces-poivrons-aubergines
98805,assortiments-de-fromages,assortiments-de-fromages
98816,legumes-vapeur-surgeles,legumes-vapeur-surgeles
98942,moules-a-la-catalane,moules-a-la-catalane
98987,bonbon-caramel,bonbon-caramel
99208,vanilla-stuffed-wafers,Vanilla stuffed wafers
99275,gache-vendeenne,Gâche vendéenne
99539,bonbons-fourres-amande-torrifiee,bonbons-fourres-amande-torrifiee
99570,capellini,Capellini
99574,8400kj-2000kcal,8400kj-2000kcal
99577,tourteaux-fromages,tourteaux-fromages
99611,pizzas-fraiches,pizzas-fraiches
99674,confiserie-sans-sucres,confiserie-sans-sucres
99748,sauce-pour-fajitas,sauce-pour-fajitas
99760,cremes-fleurette,cremes-fleurette
99812,salades-italiennes,salades-italiennes
99948,fresh-cream-cheese-cake,Fresh cream cheese cake
99990,jambon-persille,jambon-persille
99991,jambon-persille-de-bourgogne,Jambon persillé de Bourgogne
100153,charcuteries-allegees-en-matieres-grasses,charcuteries-allegees-en-matieres-grasses
100154,saucissons-de-jambon,saucissons-de-jambon
100351,paupiettes,paupiettes
100407,fusilli-aux-fromages,fusilli-aux-fromages
100430,biscuits-fourres-chocolat-noisette,biscuits-fourres-chocolat-noisette
100443,chocolats-a-la-menthe,chocolats-a-la-menthe
100501,noix-de-pecan-grillees,noix-de-pecan-grillees
100551,brioche-filled-with-chocolate,Brioche filled with chocolate
100730,strawberry-nectars,Strawberry nectars
100759,anchois-en-conserve,anchois-en-conserve
100831,roti-de-boeuf,roti-de-boeuf
101004,harengs-fumes-doux,harengs-fumes-doux
101017,brioches-fourrees,brioches-fourrees
101120,mixed-rices,Mixed rices
101198,yaourts-a-boire-gout-framboise,yaourts-a-boire-gout-framboise
101235,olives-assaisonnees,olives-assaisonnees
101366,poivrons-a-l-huile,poivrons-a-l-huile
101458,panini-breads,Panini breads
101517,puree-de-pomme,puree-de-pomme
101518,puree-de-pomme-bio,puree-de-pomme-bio
101525,part-de-tarte-au-citron,part-de-tarte-au-citron
101564,wheat-flour-t110,Wheat flour T110
101600,fruits-batter-pudding,Fruits batter-pudding
101601,cherry-clafoutis,Cherry clafoutis
101637,fromages-fondus-au-cheddar,fromages-fondus-au-cheddar
101641,hunter-style-sauces,Hunter-style sauces
101685,biscuits-au-lait,biscuits-au-lait
101706,poissons-panes-de-merlu,Poissons panés de merlu
101728,anchois-marines,anchois-marines
101808,mogettes,mogettes
101809,mogettes-cuisinees,mogettes-cuisinees
101834,saint-paulin-cheese,Saint-Paulin cheese
101847,smoked-bacon-lardons,Smoked bacon lardons
101852,salty-sesame-snacks,Salty sesame snacks
101920,boisson-enrichie-en-calcium,boisson-enrichie-en-calcium
101921,boisson-issue-de-l-agriculture-biologique,boisson-issue-de-l-agriculture-biologique
101922,boisson-sterilisee-uht,boisson-sterilisee-uht
101928,processed-cheese-double-cream-around-31-fat,Processed cheese double cream around 31% fat
102172,terrines-de-lievre,terrines-de-lievre
102236,pates-seches-semi-completes,pates-seches-semi-completes
102237,torsades-semi-completes,torsades-semi-completes
102279,american-style-sauces,American-style sauces
102282,kebab-sauces,Kebab sauces
102380,compotes-pommes-pruneau,Compotes pommes pruneau
102472,cremes-glaces,cremes-glaces
102511,chocolats-au-cafe,chocolats-au-cafe
102512,chocolats-noirs-au-cafe,chocolats-noirs-au-cafe
102558,sirops-de-fruit-de-la-passion,sirops-de-fruit-de-la-passion
102618,fruit-salads-in-syrup,Fruit salads in syrup
102657,compotes-pommes-peche-abricot,compotes-pommes-peche-abricot
102821,blanquettes-de-poulet,blanquettes-de-poulet
102824,pistou,pistou
102876,legumes-puree,legumes-puree
102896,corn-tortillas,corn-tortillas
103040,epoisses-de-bourgogne,Époisses de Bourgogne
103107,biscuits-pour-le-petit-dejeuner,biscuits-pour-le-petit-dejeuner
103134,salade-de-poulet,salade-de-poulet
103209,caramel-pork,Caramel pork
103496,pains-de-tradition-francaise,Pains de tradition française
103497,traditional-french-baguette,Traditional French baguette
103613,dried-broad-beans,Dried broad beans
103691,cupcakes,cupcakes
103824,bosbessen,bosbessen
103851,tatin-tart,Tatin tart
103929,salade-a-la-srasbourgeoise,salade-a-la-srasbourgeoise
103936,frozen-baked-potatoes,Frozen baked potatoes
103959,sardines-au-naturel,sardines-au-naturel
103962,algerian-sauces,Algerian sauces
103977,chocolates-with-praline,Chocolates with praline
104205,cereales-precuites,cereales-precuites
104347,eaux-minerales-gazeuses-aromatisees,eaux-minerales-gazeuses-aromatisees
104409,foie-de-morue-au-citron,foie-de-morue-au-citron
104432,cherry-tomatoes,Cherry tomatoes
104471,saucisses-au-fromage,saucisses-au-fromage
104567,yaourt-bio,yaourt-bio
104574,aliments-a-base-de-cereales,aliments-a-base-de-cereales
104575,pains-bio,pains-bio
104791,biscuits-petit-dejeuner,biscuits-petit-dejeuner
104848,repas-bebe,repas-bebe
104862,en-sauce,en-sauce
104893,armorican-style-sauce,Armorican-style sauce
104900,carbonara-sauces,Carbonara sauces
104903,warm-sauces,Warm sauces
104949,cornichons-fins,cornichons-fins
105095,oeufs-fermiers,oeufs-fermiers
105098,oeufs-fermiers-label-rouge,oeufs-fermiers-label-rouge
105113,cereal-germs,Cereal germs
105115,wheat-germ,Wheat germ
105132,biscottes-au-son-de-ble,biscottes-au-son-de-ble
105155,multifruit-sorbets,Multifruit sorbets
105176,blueberry-pies,Blueberry pies
105242,noix-seches,noix-seches
105422,coulis-de-tomates-bio,coulis-de-tomates-bio
105457,moulines,moulines
105529,coulommiers-au-lait-cru,coulommiers-au-lait-cru
105591,petits-livarot,petits-livarot
105650,camembert-with-calvados,Camembert with Calvados
105748,pates-aux-noix,pates-aux-noix
105818,cereales-completes,cereales-completes
105852,common-wheats,Common wheats
105911,polenta-fine,Polenta-fine
105919,dried-pre-cooked-polenta-semolina,Dried pre-cooked polenta semolina
105931,cereale-de-ble,cereale-de-ble
105938,buckwheat-pasta,Buckwheat pasta
105954,ble-noir,ble-noir
105955,oeufs-frais-pleine-air-france,oeufs-frais-pleine-air-france
106019,beurres-de-saumon,beurres-de-saumon
106160,boissons-aromatisees,boissons-aromatisees
106161,boissons-exotiques,boissons-exotiques
106175,eau-de-source-gazeifiee,eau-de-source-gazeifiee
106326,miniature-asparagus,Miniature asparagus
106347,green-asparagus,Green asparagus
106511,camemberts-from-microfiltered-milk,Camemberts from microfiltered milk
106521,extra-old-mimolettes,Extra old mimolettes
106562,old-mimolettes,Old mimolettes
106605,marinated-mackerel,Marinated mackerel
106645,canned-double-concentrate-tomato-paste,Canned-double-concentrate-tomato-paste
106902,miettes-de-thon-a-l-huile-de-tournesol,miettes-de-thon-a-l-huile-de-tournesol
107056,legumes-potage,legumes-potage
107140,carbonade-flamande,Carbonade flamande
107226,fat-free-plain-petit-suisse,Fat free plain Petit-Suisse
107327,saveloy-from-obernai-alsace,Saveloy from Obernai Alsace
107387,poisson-surgele-cru,poisson-surgele-cru
107502,strawberry-sorbets,Strawberry sorbets
107560,beef-merguez,Beef merguez
107640,viandes-hachees-fraiches,viandes-hachees-fraiches
107710,whole-champignon-mushrooms,Whole champignon mushrooms
107713,viande-de-boeuf-hachee-fraiche,viande-de-boeuf-hachee-fraiche
107729,frozen-shrimps,Frozen shrimps
107730,patė,patė
107779,orange-nectars,Orange nectars
107933,gateaux-a-la-noix-de-coco,gateaux-a-la-noix-de-coco
108096,pointes-d-asperges-blanches,pointes-d-asperges-blanches
108281,pruneaux-d-agens-avec-noyaux,pruneaux-d-agens-avec-noyaux
108366,semoule-grains-moyens,semoule-grains-moyens
108514,cappuccino,cappuccino
108573,penaeus-vanamei,penaeus-vanamei
108602,peach-nectars,Peach nectars
108621,moules-cuites,moules-cuites
108622,moules-decoquillees,moules-decoquillees
108623,moules-surgelees,moules-surgelees
108631,filet-de-limande,filet-de-limande
108675,lollipops,Lollipops
108709,minced-beef-steak-with-10-fat,Minced beef steak with 10% fat
108710,cooked-ground-beef-steaks,Cooked ground beef steaks
108711,cooked-minced-beef-steak-with-10-fat,Cooked minced beef steak with 10% fat
108717,cremes-semi-epaisse,cremes-semi-epaisse
108885,gouters-fourres,gouters-fourres
109173,penne-semi-completes,penne-semi-completes
109349,moulines-de-legumes,moulines-de-legumes
109539,tonguesole,Tonguesole
109540,filets-de-sole,filets-de-sole
109597,plats-a-bsae-de-poulet,plats-a-bsae-de-poulet
109654,charcuterie-de-volaille,charcuterie-de-volaille
109669,produits-asiatiques,produits-asiatiques
109678,caramels-mous,caramels-mous
109684,assortiments,assortiments
109686,bonbons-acidules-tendres,bonbons-acidules-tendres
109769,sauces-tortillas,sauces-tortillas
109770,specialites-a-base-de-mais,specialites-a-base-de-mais
109848,barres-de-cereales-au-caramel,barres-de-cereales-au-caramel
109873,roquefort-sauces,Roquefort sauces
109911,desserts-a-la-creme-de-marrons,desserts-a-la-creme-de-marrons
109932,squid,Squid
110001,goudas-with-cumin,Goudas with cumin
110201,canned-nuts,Canned nuts
110236,beetroot-juices,Beetroot juices
110237,jus-de-tomates-sale,jus-de-tomates-sale
110250,poelees-savoyardes,Poêlées savoyardes
110337,chataignes-decoprtiquees-entieres,chataignes-decoprtiquees-entieres
110410,shelled-brazil-nuts,Shelled Brazil nuts
110708,chocolate-vanilla-ice-cream-cones,Chocolate-Vanilla ice cream cones
110809,light-mayonnaises,Light mayonnaises
110873,buchette-glace,buchette-glace
111030,pink-salmon-rillettes,Pink salmon rillettes
111305,cones,cones
111581,huiles-aromatisees,Huiles aromatisées
111627,sauces-a-l-oseille,Sauces à l'oseille
111637,cremes-aux-oeufs-sur-lit-pomme-caramel,cremes-aux-oeufs-sur-lit-pomme-caramel
111753,limonades-edulcorees,limonades-edulcorees
111918,fromages-fondus-a-l-emmental,fromages-fondus-a-l-emmental
111923,chocolats-au-lait-au-speculoos,chocolats-au-lait-au-speculoos
112015,riz-bio,riz-bio
112024,boissons-gazeifiees-a-base-de-jus-concentres,boissons-gazeifiees-a-base-de-jus-concentres
112025,jus-concentres-avec-pulpes,jus-concentres-avec-pulpes
112026,oranges-sanguines,oranges-sanguines
112143,tartelettes-au-caramel,Tartelettes au caramel
112147,boissons-en-dosettes-pour-machines-senseo,boissons-en-dosettes-pour-machines-senseo
112220,frozen-artichoke-hearts,Frozen artichoke hearts
112342,biscuits-feuilletes-glaces-de-sucre,biscuits-feuilletes-glaces-de-sucre
112350,cooked-whelk,Cooked whelk
112446,canned-artichoke-hearts,Canned artichoke hearts
112470,charcuteries-de-boeuf,charcuteries-de-boeuf
112485,noix-de-jambons-secs,noix-de-jambons-secs
112541,pizza-pastry-base,Pizza pastry base
112595,batonnets-a-la-pistache,batonnets-a-la-pistache
112620,thons-entiers-au-naturel,thons-entiers-au-naturel
112945,yaourts-aux-fruits-en-morceaux,yaourts-aux-fruits-en-morceaux
113078,fromages-triple-cremes,fromages-triple-cremes
113130,soupes-de-petits-pois,soupes-de-petits-pois
113161,breaded-turkey,Breaded turkey
113221,sausage-meat-raw,Sausage-meat-raw
113222,farces-a-legumes,farces-a-legumes
113319,fish-breaded-frozen,Fish breaded frozen
113337,fish-croquette-fritter,Fish-croquette-fritter
113468,chocolats-noirs-fourres-a-la-pate-d-amande,chocolats-noirs-fourres-a-la-pate-d-amande
113473,chocolats-noirs-a-la-noix-de-coco,chocolats-noirs-a-la-noix-de-coco
113539,feuilletes-al-emmental-rape,feuilletes-al-emmental-rape
