code,product_name,categories_tags,categories_en,countries_en,ingredients_text,allergens,nutriscore_grade,nova_group,main_category,energy-kcal_100g,fat_100g,saturated-fat_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g
00011686,All Butter Sultana Cookies,snacks|sweet-snacks|biscuits-and-cakes|biscuits|drop-cookies|raisin-cookies,Snacks|Sweet snacks|Biscuits and cakes|Biscuits|Drop cookies|Raisin cookies,France,farine de blé contient gluten|avec farine de blé|carbonate de calcium|fer|niacine|thiamine|sucre beurre|lait|raisins de smyrne|sirop de glucose lait en poudre écrémé poudre à lev|bicarbonate de soude|sel,en|en,e,4.0,raisin-cookies,446.0,17.9,11.0,,,64.3,34.7,3.0,5.5,0.8500000000000011,0.34
00011693,All Butter Belgian White Chocolate Chunk Cookies,snacks|sweet-snacks|biscuits-and-cakes|biscuits|chocolate-biscuits,Snacks|Sweet snacks|Biscuits and cakes|Biscuits|Chocolate biscuits,France|United Kingdom,morceaux de chocolat blanc|sucre lait en poudre entier beurre de cacao lait en poudre écrémé émulsifiant|lécithine de soja|arôme vanille|farine de blé|avec farine de blé|carbonate de calcium|fer|niacine|thiamine|beurre|sucre fécule de maïs poudre à lev|bicarbonate de soude|sirop de sucre inverti sel,en|en|en,e,4.0,chocolate-biscuits,519.0,29.1,17.0,,,58.4,33.5,1.3,5.5,1.0,0.4
00011709,All Butter Fruity Flapjack Cookies,snacks|sweet-snacks|biscuits-and-cakes|biscuits|drop-cookies|oatmeal-cookies|raisin-cookies,Snacks|Sweet snacks|Biscuits and cakes|Biscuits|Drop cookies|Oatmeal cookies|Raisin cookies,France|United Kingdom,sucre|beurre|lait|flocons d'avoine|contient du gluten|farine de blé|contient du gluten|avec du blé|du carbonate de calcium|du fer|de la niacine|de la thiamine|raisins secs|noix de coco desséchée|abricots séchés|abricots|farine de riz|conservate|sulfites|golden syrup|sirop de sucre inverti|oeufs pasteurisés|agent de leva bicarbonate de sodium|sel|mélasse,en|en|en|en-dioxide-and-sulphites|fr,e,4.0,raisin-cookies,451.0,20.5,13.3,,,59.3,36.5,4.2,5.1,0.7799999999999989,0.312
00011730,Cranberry & Orange Cookies,snacks|sweet-snacks|biscuits-and-cakes|biscuits,Snacks|Sweet snacks|Biscuits and cakes|Biscuits,France|United Kingdom,wheatflour contains gluten|with wheatflour|calcium carbonate|iron|niacin|thiamin|sweetened dried cranberries|sugar|cranberries|antioxida citric acid|sunflower oil|sugar|butter|milk|glucose syrup|cornflour|dried skimmed milk|raising age|sodium bicarbonate|salt|orange flavouring,en|en|en,e,4.0,biscuits,430.0,15.2,8.6,,,67.5,41.2,2.7,4.4,0.75,0.3
00011754,Cookies Stem Ginger,snacks|sweet-snacks|biscuits-and-cakes|biscuits|oatmeal-cookies,Snacks|Sweet snacks|Biscuits and cakes|Biscuits|Oatmeal cookies,Belgium|France|Netherlands|United Kingdom,farine de blé contient gluten|avec farine de blé|carbonate de calcium|fer|niacine|thiamine|beurre|lait|gingembre confit cristallisé|gingembre confit|sucre|sucre flocons d'avoine|contiennent gluten|sirop de sucre inverti gingembre moulu poudre à lev|bicarbonate de soude|lait en poudre écrémé sel,en|en|fr,e,4.0,oatmeal-cookies,473.0,20.8,13.7,,,63.6,31.8,3.3,6.1,0.58,0.23199999999999998
00011778,Stem Ginger Cookies,snacks|sweet-snacks|biscuits-and-cakes|biscuits,Snacks|Sweet snacks|Biscuits and cakes|Biscuits,Belgium|France|Netherlands|United Kingdom,farine de blé contient gluten|avec farine de blé|carbonate de calcium|fer|niacine|thiamine|sucre|gingembre confit cristallisé|gingembre|sucre de canne|beurre|lait|flocons d'avoine|contient gluten|avoine grossièrement moulue|contient gluten|fécule de maïs|lait en poudre écrémé|émulsifia lécithine de soja|poudre à lever|bicarbonate de soude|sirop de sucre inverti|gingembre moulu|sel,en|en|en|fr|fr,e,4.0,biscuits,,13.3,7.0,,,70.2,35.7,2.5,6.1,0.83,0.332
00011815,Stem Ginger Dunkers,snacks|sweet-snacks|biscuits-and-cakes|biscuits|oatmeal-cookies,Snacks|Sweet snacks|Biscuits and cakes|Biscuits|Oatmeal cookies,France|United Kingdom,farine de blé contient gluten|avec farine de blé|carbonate de calcium|fer|niacine|thiamine|beurre|lait|gingembre confit cristallisé|gingembre confit|sucre|sucre|flocons d'avoine|contiennent gluten|sirop de sucre inverti|gingembre moulu|poudre à lever|bicarbonate de soude|lait en poudre écrémé|sel,en|en|fr,e,4.0,oatmeal-cookies,,20.8,13.7,,,63.6,31.8,3.3,6.1,0.570000000000001,0.228
00012140,Salade végétarienne,salade-vegetarienne,salade-vegetarienne,France,salade verte|concombre|taboule|semoule de ble dur réhydratée|légumes|poivrons rouges et verts|tomates|tomates déshydratées|huile de colza|raisins secs|enrobage huile de colza|vinaigre d'alcool|huile d'olive vierge extra|sel|mentbe|jus de citron concentré|sucre|conservateur|arôme|mais|tomate cerise|oeuf dur|carottes râpées,,a,3.0,salade-vegetarienne,60.2,1.9,0.3,,,7.4,2.2,1.5,2.0,0.3,0.12
00012188,Club Crudités,sandwiches|raw-vegetable-sandwiches,Sandwiches|Raw-vegetable-sandwiches,France,pain de mie complet|farine complète de ble|eau|farine de ble|huile de colza|dextrose|sucre|sel|gluten de ble|arôme|contient alcool|levure|vinaigre|conservate propionate de calcium|émulsifiant|mono et diglycérides d'acides gras|antioxydant|acide ascorbique|garniture|oeuf dur|carottes râpées|emmental en tranche|lait de vache|sel|ferments lactiques|coagulant|mayonnaise|huile de colza|eau|vinaigre|jaune d'oeuf frais|moutarde de dijon|eau|graine de moutarde|vinaigre|sel|antioxydant disulfite de potassium|acidifiant|acide citrique|sel|sucre|amidon modifié épaississant gomme xanthane|acidifiant|antioxydant|colorants|lutéine et extrait de paprika|arômes|salade batavia,,a,4.0,raw-vegetable-sandwiches,254.0,14.4,3.2,,,20.4,3.0,4.3,8.6,0.9,0.36
00012249,Salade Grecque,meals|salads|prepared-salads,Meals|Salads|Prepared salads,France,salade grecque salade verte|dès de brebis|lait pasteurisé de brebis|sel|ferments lactiques|enzyme coagulante|chlorure de calcium|concombre|poivrons|tomate cerise|olives noires,,c,3.0,prepared-salads,93.4,7.1,4.8,,,1.8,1.2,1.0,5.1,0.6,0.24
00012263,Baguette Poulet,sandwiches|poultry-sandwiches,Sandwiches|Poultry sandwiches,France,pain baguette|farine de froment|eau|levure|sel|garniture|emincé de poulet rôti|filet de poulet|origine ue|eau|acidifia lactate de potassium et acétate de sodium|amidon modifié de manioc|sel|dextrose et sirop de glucose|arômes|gélifiants antioxydant|érythorbate de sodium|colorant caramel|tomate|salade verte|mayonnais|huile de colza|eau|vinaigre|jaune d'oeuf trais|moutarde de dijon|eau|graine de moutarde|vinaigre|sel|antioxydant|disulfite de potassium|acidifiant|acide citrique|sel|sucre|amidon modifié|épaississa gomme xanthane|acidifia|antioxyda|colorants|lutéine et extrait de paprika|aromes|oignons frits|oignons|huile de palme|farine de ble|sel|exprimés sur le garniture,,a,4.0,poultry-sandwiches,243.0,9.8,2.5,,,31.4,2.9,1.8,8.7,1.3,0.52
00012317,Club Turkey Bacon,sandwiches|raw-vegetable-sandwiches,Sandwiches|Raw-vegetable-sandwiches,France,pain de mie complet|farine complète de ble|eau|farine de ble|huile de colza|dextrose|sucre|sel|gluten de ble|arôme|contient alcool|levure|vinaigre|conservateur|propionate de calcium|émulsifiant|mono et diglycérides d'acides gras|antioxydant|acide ascorbique|garniture|blanc de volaille|filet de dinde|origine france|salaison|eau|sel|arômes|dextrose et sirop de glucose|gélifiant|algues euchémas transformées|poivre|extrait de levures|dont orge|arôme naturel de romarin|conservateur|nitrite de sodium|colorant|de caramel|tomate|salade batavia|bacon fumé|carré de porc|origine france|eau|sel acidifiant|acétate de sodium|antioxydant|érythorbate de sodium|conservateur|nitrite de sodium|cheddar râpé|lait de vache pasteurisé|sel|ferments lactiques|coagulant|colorant|antiagglomérant|cellulose|sauce pommes frites|huile de colza|lait écrémé reconstitué|vinaigre|sucre|eau|amidon modifié|jaune d'oeuf|sel|moutarde de dijon|eau|graine de moutarde|vinaigre|sel|antioxydant|disulfite de potassium|acidifliant|acide citrique|oignon|persil|acidifiant|acide lactique|jus de citron concentré|conservateur|sorbate de potassium|épaississant comme xanthane|arômes|antioxydant|exprimés sur la garniture,,a,4.0,raw-vegetable-sandwiches,190.0,6.6,1.9,,,19.9,3.1,4.0,10.5,1.3,0.52
000127,Vegavero Liver Active Complex,dietary-supplements,Dietary supplements,France,lcholinebitartrate|extrait de racine de chicorée de bruxelles|cichorium intybus l|sativum|enveloppe de la capsule|hydroxypropylméthycellulose|extrait de coeur et de pétale d'artichaut|cynara scolymus|extrait de racine de pissenlit|taraxacum officinale|extrait de rhizome de curcuma|curcuma longa|dont|de curcuminoïdes,,b,,dietary-supplements,,1.43,0.04,,,45.11,11.06,,26.76,0.03,0.012
00013000,Salade fermière,meals|salads|prepared-salads,Meals|Salads|Prepared salads,France,salade verte|dès de jambon|jambon de porc|origine ue|eau|sel|sirop de giucose|stabilisants|arômes naturels|conservateurs|dès d'emmental|lait pasteurisé de vache|sel|ferments lactiques|coagulant|chlorure de calcium|croutons à l'ail|farine de ble|huile de toueneseol|arôme naturel d'ail|gluten de ble|sel|sucre|levure|tomate ceríse|ceuf dur,,b,4.0,prepared-salads,139.0,6.8,3.8,,,7.6,1.4,1.2,10.8,0.8,0.32
00013932,Salade Niçoise,meals|salads|meals-with-fish|prepared-salads|tuna-salad,Meals|Salads|Meals with fish|Prepared salads|Tuna salad,France,salade verte|haricots verts|thon au naturel|thon|eau|sel|tomate cerise|oeuf dur|olives noires,,a,3.0,tuna-salad,41.0,1.2,0.3,,,2.2,0.9,1.6,4.5,0.2,0.08
00014502,Baguette Niçois,sandwiches|fish-sandwiches|tuna-sandwiches,Sandwiches|Fish sandwiches|Tuna sandwiches,France,pain baguette|farine de froment|eau|levure|sel|garniture|thon au naturel|thon|eau|sel|tomate|oeuf dur|salade verte|mayonnaise|huile de colza|eau|vinaigre|jaune d'oeuf frais|moutarde de dijon|eau|graine de moutarde|vinaigre|sel|antioxydant|disulfite de potassium|acidifiant|acide citrique|sel|sucre|amidon modifié|épaississa gomme xanthane|acidifiant|antioxydant|colorants|lutéine et extrait de paprika|arômes|ciboulette,,a,4.0,tuna-sandwiches,197.0,6.6,0.9,,,26.1,1.7,1.6,9.9,1.1,0.44
00014519,Salade Bergerac,meals|salads|prepared-salads,Meals|Salads|Prepared salads,France,haricots verts|salade mesclun|carottes râpées|magret de canard fumé|magret de canard|origine france|sel|ferments lactiques|conservateur|nitrite de sodium|antioxygène|ascorbate de sodium|dés d'emmental|lait pasteurisé de vache|sel ferments lactiques|coagulant|chlorure de calcium|cerneaux de noix,,b,3.0,prepared-salads,141.0,10.1,3.2,,,4.2,1.9,2.5,6.6,0.5,0.2
00014915,Ciabatta Rôti de porc BBQ,sandwich-au-roti-de-porc,sandwich-au-roti-de-porc,France,pain ciabatta|farine|ble|orge malté torréfié|ble malté|eau|huiles et graisses végétales|huile d'olive vierge extra|gluten de ble|sel|levure|levain de seigle désactivé|ferments|agent de traitement de la farine|acide ascorbique|garniture|rôti de porc|viande de porc|forigine france|set|arôme naturel|poivre blanc|ail|dour vous sauce barbecué|purée de tomates miréduite|sucre|vinaigre|sirop de glucose|sel|amidon moditié|ail|aröme de fumée|contient gluten|dolorant|caramel|acidifiant|acide citrique|conservate sörbate de potassium|épices|poivrons rouges|oignons rouges|tomate|salade batavia|exprimés sur la garniture,,a,4.0,sandwich-au-roti-de-porc,176.0,2.8,0.7,,,28.2,4.0,1.3,8.4,1.0,0.4
00015011,Ciabatta Vietnamien,sandwiches|poultry-sandwiches,Sandwiches|Poultry sandwiches,France,pain ciabatta|farine|ble|orge malté torréfié|ble malté|eau|huiles et graisses végétales|huile d'olive vierge extra|gluten de ble|sel|levure|levain de seigle désactivé|ferments|agent de traitement de la farine|acide ascorbique|garniture|filet de poulet rộti|filet de poulet|origine france|eau|dextrose|huile de tournesol|sel|protéines de pois|arômes|stabilisant|fibre de blé sans gluten|gélifiant|concombre|carottes rapées|salade batavia|coriandre fraiche|sauce teriaki|sauce soja|eau|graines de soja|ble|sel|alcool|sucre|eau|amidon modifié de maïs|purée d'oignon|vinaigre d'alcool|jus de pomme concentré|poudre d'ail|jus de citron concentré|coriandre fraîche|exprimés sur la garniture,,a,4.0,poultry-sandwiches,156.0,1.7,0.3,,,25.8,2.2,1.4,8.1,1.0,0.4
00015080,Salade verte,salads,Salads,France,salade verte|tomate cerise,,a,1.0,salads,14.6,0.1,0.0,,,1.7,1.1,1.3,1.0,0.0,0.0
00015509,baguette Poitevin,sandwiches|cheese-sandwiches|goat-cheese-sandwiches,Sandwiches|Cheese sandwiches|Goat cheese sandwiches,France,pain baguette|farine de froment|eau|levure|sel|garniture|fromage de chevre|lait de chèvre pasteurisé|sel|ferments lactiques et fongiques|coagulant|tomate|salade verte|huile d'olive|exprimés sur le garniture,,c,3.0,goat-cheese-sandwiches,213.0,5.9,3.7,,,32.1,2.0,1.9,9.5,1.3,0.52
00015769,Salade Crous Bowl,meals|salads|prepared-salads,Meals|Salads|Prepared salads,France,salade mélangée|salade quinoa boulgour cranberry|boulgour de ble réhydraté|eau|ble dur précuit|quinoa cuit|tomate|huile de colza|concombre|courgette|cranberries|cranberries|sucre|huile de tournesol|raisin golden|agent d'enrobage|huile de tournesol|jus concentré de citron|menthe|vinaigre d'alcool|sel|persil|ail|conservateur|piment doux|pomme|chou rouge émincé|carottes râpées|noix de cajou grillées|radis,,a,4.0,prepared-salads,107.0,5.2,0.7,,,11.5,5.1,2.3,2.3,0.4,0.16
00016063,"Pilgrim joe's, clam chowder a condensed soup",canned-foods|meals|soups|canned-meals|canned-soups|chowders,Canned foods|Meals|Soups|Canned meals|Canned soups|Chowders,France|United States,sea clams|sea clam juice|potatoes|wheat flour|modified corn starch|salt|soybean oil|onions|natural clam flavor|celery|xanthan gum|black pepper,,c,4.0,chowders,66.0,1.64,0.0,0.0,0.008,9.02,0.82,0.8,4.1,1.23,0.49200000000000005
0002000000288,Melange Rando,plant-based-foods-and-beverages|plant-based-foods|fruits-and-vegetables-based-foods|fruits-based-foods|dried-products|dried-plant-based-foods|dried-fruits|dried-mixed-fruits,Plant-based foods and beverages|Plant-based foods|Fruits and vegetables based foods|Fruits based foods|Dried products|Dried plant-based foods|Dried fruits|Dried mixed fruits,France,abricots en morceaux|abricots secs|farine de riz|figues en morceaux|figues séchées|farine de riz|amandes mondées mulberries,,a,1.0,dried-mixed-fruits,307.4,11.970000267028999,1.1100000143051,,,39.85,23.48,9.89,6.960000038147,0.0425,0.017
0002000006754,Cœur coulant au chocolat - au caramel-beurre salé,biscuits-and-cakes|cakes,Biscuits and cakes|Cakes,France,chocolat au lait|sucre|beurre de cacao|poudre de lait entier|pâte de cacao|émulsifiant|lécithine de soja|arôme naturel de vanille|beurre|oeufs entiers|farine de ble|sucre|creme|caramel|sucre|eau|chocolat noir|pâte de cacao|sucre|cacao maigre en poudre|émulsifiant|lécithine de soja|cacao en poudre|jaune d'oeufs|beurre demi sel|sirop de sucre inverti|lait écrémé en poudre|fécule|sel|gélifiant|pectine,en|en|en,e,4.0,cakes,457.0,29.0,18.0,,,41.0,32.0,2.6,6.6,0.28,0.11199999999999999
00020923301319003905,Merluza del cabo filletes,seafood|fishes|fish-fillets,Seafood|Fishes|Fish fillets,Spain,merluza|agua,,a,1.0,fish-fillets,74.0,0.5,0.2,,,0.05,0.05,0.05,17.6,0.3,0.12
00021456,Spaghetti à la Bolognaise,meals|pasta-dishes|bolognese-style-pasta-spaghetti-tagliatelle,Meals|Pasta dishes|Bolognese-style-pasta-spaghetti-tagliatelle,France,spaghetti cuits|boeuf haché|viande bovine|origine france|tomates pelées concassées|tomates pelées non épépinées|jus de tomate|sel|acidifiant|concentré de tomate|purée de tomates double concentrée|oignons|huile d'olive|ail|herbes de provence|romarin|basilic|thym|sel|poivre,,a,3.0,bolognese-style-pasta-spaghetti-tagliatelle,117.0,3.6,1.3,,,14.2,2.1,1.8,6.2,0.3,0.12
000227,Bijou Caramel ChocoLait,snacks|sweet-snacks|biscuits-and-cakes|cakes|pastries|chocolate-cakes|filled-cakes,Snacks|Sweet snacks|Biscuits and cakes|Cakes|Pastries|Chocolate cakes|Filled cakes,France,farine de blé|fourrage lait et caramel|sirop de glucosefructose|lait concentré sucré|stabilisant|glycérol|caramel|sel|arôme|gélifiant|pectines|conservateur|sorbate de potassium|huile de colza|oeufs frais|sucre|chocolat au lait|sucre|beurre de cacao|poudre de lait entier|pâte de cacao|émulsifiant|lécithines|soja|arôme|sirop de glucosefructose|stabilisant|glycérol|poudres à lever|carbonates d'ammonium carbonates de sodium diphosphates|blé|sel|émulsifiants|mono et diglycérides d|acides gras|lait écrémé en poudre|arôme|exprimés sur le fourrage équivalent respectivement à|sur l|ensemble du produit,en|en|en|en,e,4.0,filled-cakes,,20.0,5.0,,,57.0,37.0,1.0,5.3,0.7,0.28
00023092,4 Indulgent & Chewy Maple Syrup & Pecan Giant Cookies,snacks|sweet-snacks|biscuits-and-cakes|biscuits|cookies-aux-noix-de-pecan,Snacks|Sweet snacks|Biscuits and cakes|Biscuits|cookies-aux-noix-de-pecan,France,farine de blé contient gluten|avec farine de blé|calcium|fer|niacine|thiamine|sucre|noix de pécan|beurre|lait|huile de palme|huile de colza|sirop|sirop de sucre inverti|fructose|sucre roux|lait écrémé|maltodextrine|sirop de sucre|oeufs de poules en poudre|poudre à lever|bicarbonate de soude|sel,en|en|en|en,e,4.0,cookies-aux-noix-de-pecan,,26.8,7.6,,,54.2,29.4,1.9,6.0,0.37000000000000105,0.14800000000000002
00025157,Pizza Parlanno,frozen-foods|meals|pizzas-pies-and-quiches|pizzas|frozen-pizzas-and-pies|frozen-ready-made-meals|frozen-pizzas,Frozen foods|Meals|Pizzas pies and quiches|Pizzas|Frozen pizzas and pies|Frozen ready-made meals|Frozen pizzas,United States,cru wheat flour|water|olive oil|salt|yeast|malted flour|toppin tomato sauce|imported italian tomatoes|olive oil|basil|garlic|salt|pepper|low moisture mozzarella cheese|pasteurized whole milk|cheese cultures|salt|enzymes|cooked italian sausage|pork|water|salt|spices|dextrose|flavorings|garlic powder|paprika|uncured pepperoni with no nitrate or nitrate added|pork|salt|spices|water|dextrose|paprika|natural flavoring|dehydrated garlic|oleoresin paprika|lactic acid starter culture|roasted red peppers|roasted yellow peppers|roasted green peppers|roasted onions|romano cheese|pasteurized cow's milk|salt|enzymes|parmesan cheese|pasteurized cultured milk|enzymes|salt|parsley,en|en,d,4.0,frozen-pizzas,256.0,12.0,4.51,0.0,0.0226,25.6,3.76,0.752,9.77,1.22,0.489
0002544317101,POP TARTS FROSTED STRAWBERRY,tarta-de-trigo,tarta-de-trigo,Mexico,de trigo y soya,en|en,d,1.0,tarta-de-trigo,,9.62,3.85,,,71.2,32.7,1.92,3.85,0.83,0.332
00025751,Honey roast ham,meats|prepared-meats|hams|white-hams|honey-roast-ham,Meats|Prepared meats|Hams|White hams|Honey-roast-ham,United Kingdom,porc d|origine britannique|élaboré avec de porc cru pour de jambon rôti au miel|sucre|miel|sels de salaison|sel|conservate nitrite de sodium|sirop de sucre caramélisé,,c,3.0,honey-roast-ham,135.0,2.0,0.7,,,4.3,2.9,0.1,24.5,1.975,0.79
00027083,Made Without Wheat Blueberry Muffins,snacks|sweet-snacks|biscuits-and-cakes|cakes|muffins|fruit-muffins|blueberry-muffins,Snacks|Sweet snacks|Biscuits and cakes|Cakes|Muffins|Fruit Muffins|Blueberry Muffins,,oeufs de poules élevées en plein air pasteurisés sucre myrtilles|huile de colza|fécule de pomme de terre|eau fécule de maïs|épaississant|huile de palme|lactosérum en poudre|lait|poudre a lever|bicarbonate de soude|émulsifiant|arôme sirop de déshydraté|lait en poudre écrémé|stabilisant|gomme xanthane|sel,en|en,d,4.0,blueberry-muffins,362.0,19.9,2.5,,,42.3,21.3,1.2,2.8,0.8,0.32
00027137,Chocolate Fudge Cake,snacks|sweet-snacks|biscuits-and-cakes|cakes|chocolate-cakes,Snacks|Sweet snacks|Biscuits and cakes|Cakes|Chocolate cakes,France|United Kingdom,sucre|beurre|lait|oeufs de poules élevées en plein air pasteurisés farine de riz|cacao maigre en poudre|lait entier|humectant|glycérol|masse de cacao|sirop de sucre inverti|fécule de pomme de terre|butteroil|lait|amidon de tapioca|sirop de glucose déshydraté|stabilisant|gomme xanthane|beurre de cacao|sel|poudre à lever|bicarbonate de soude|lait en poudre écrémé|huile de palme|emulsifiant|lécithine de soja|huile de colza|matière grasse laitière|lait|lactose|lait,en|en|en,e,4.0,chocolate-cakes,413.0,20.0,12.4,,,53.1,41.9,2.0,4.1,0.55,0.22
00028202,Cornish Cruncher Cheddar & Pickled Onion Hand Cooked,plant-based-foods-and-beverages|plant-based-foods|snacks|cereals-and-potatoes|salty-snacks|appetizers|chips-and-fries|crisps|potato-crisps|flavoured-potato-crisps|cheese-and-onion-crisps|cheddar-and-onion-crisps,Plant-based foods and beverages|Plant-based foods|Snacks|Cereals and potatoes|Salty snacks|Appetizers|Chips and fries|Crisps|Potato crisps|Flavoured potato crisps|Cheese and onion crisps|Cheddar and onion crisps,France|United Kingdom,pommes de terre huile de tournesol lait déshydraté|lait|fromage cheddar mûr déshydraté|lait|sel oignons rouges séchés oignons séchés babeurre séché levure sèche extrait de levure séchée aromatisant aci acide citrique coule extrait de paprika ail séché,en,c,4.0,cheddar-and-onion-crisps,491.0,26.5,3.2,,,53.7,2.5,6.3,6.2,1.18,0.47200000000000003
0003004032145,Chinois Nature Décongelé,snacks|sweet-snacks|viennoiseries|brioches|brioche-filled-with-custard,Snacks|Sweet snacks|Viennoiseries|Brioches|Brioche filled with custard,France,farine de blé|garniture pâtissière|eau|sucre|oeufs entier|amidon modifié de pomme de terre amidon de maïs|poudre de lait entier|graisse de palme|poudre de lactosérum correcteurs d'acidité|émulsifiants|arômes sel|sirop de glucose épaississant|jus de betterave rouge déshydraté|extrait de carotte|glaçage|sucre|eau|sirop de glucose|émulsifiant|acidifiant|oeuf entier sucre|eau|levure huile et matières grasses végétales|palme|beurre|poudre de crème|poudre de crème|poudre de lait écrémé|poudre de lactosérum|sel iode|émulsifiants|correcteurs d'acidité|acidifiant|arôme,en|en|en,e,4.0,brioche-filled-with-custard,400.0,36.0,36.0,,,18.0,18.0,,20.0,3.0,1.2
00030182,Taste the Difference Blackcurrant Conserve,plant-based-foods-and-beverages|plant-based-foods|fruits-and-vegetables-based-foods|spreads|breakfasts|fruits-based-foods|plant-based-spreads|sweet-spreads|fruit-and-vegetable-preserves|jams|berry-jams|blackcurrant-jams|fruit-jams,Plant-based foods and beverages|Plant-based foods|Fruits and vegetables based foods|Spreads|Breakfasts|Fruits based foods|Plant-based spreads|Sweet spreads|Fruit and vegetable preserves|Jams|Berry jams|Blackcurrant jams|Fruit-jams,United Kingdom,sugar|blackcurrants|acidity regulator|sodium citrate|citric acid|gelling agent|pectin,,d,4.0,fruit-jams,255.0,1.0,0.5,,,59.7,55.3,2.3,0.5,0.3,0.12
00030977,Fromage blanc aux myrtilles,dairies|desserts|fermented-foods|fermented-milk-products|dairy-desserts|fromages-blancs,Dairies|Desserts|Fermented foods|Fermented milk products|Dairy desserts|Fromages blancs,France,fromage blanc|lait écrémé pasteurisé|creme pasteurisée|ferments lactiques|myrtilles,,a,3.0,fromages-blancs,64.9,2.3,1.4,,,5.3,5.3,0.8,5.6,0.1,0.04
00031103,Cheesecake,biscuits-and-cakes|cakes|cheesecakes,Biscuits and cakes|Cakes|Cheesecakes,France,fromage blanc|sucre|creme|oeuf entier|lait entier|farine de ble|mascarpone|huile de colza|graisse végétale de palme|amidon modifié|eau|lactoserum en poudre|amidon de ble|amidon de pomme de terre|sel|dextrose|poudres à lever|sirop de glucose|humectant émulsifiants|arôme|protéines de lait|stabilisant|épaississant|acidifiant,,e,4.0,cheesecakes,339.0,23.2,13.3,,,27.5,20.4,0.3,5.0,0.6,0.24
00031288,Tarte citron meringuée,pies|sweet-pies|tartlets|fruit-tarts|lemon-tarts|biscuit-with-fruit-covering,Pies|Sweet pies|Tartlets|Fruit tarts|Lemon tarts|Biscuit with fruit covering,France,eau|farine de ble|sucre|oeufs entiers|meringue en poudre|sucre|poudre de blanc d'oeuf|amidon modifié|acidifiant|acide citrique|arôme naturel|préparation à base de matière grasse végétale|huiles et graisses végétales de palme et colza|eau|émulsifiant|sucre|acidifiant|colorant|arômes|préparation pour creme patissiere|sucre|amidon modifié de pommes de terre|dextrose de ble|lactoserum|matière grasse végétale|matière grasse non hydrogénée de palme|sirop de glucosefructose de ble et de maïs|protéines de lait|poudre de lait entier|stabilisant|sel|arôme vanille|colorants|ii et extrait de carotte|beurre|jus de citron|acidifiant|blanc d'oeuf|acidifiant|stabilisant|poudres à lever|amidon de ble|arôme citron|sel|gélifiant|gomme de xanthane|colorant,,d,4.0,biscuit-with-fruit-covering,279.0,10.0,5.0,,,42.0,27.0,0.7,4.2,0.2,0.08
00031318,Salade de fruits exotiques,plant-based-foods-and-beverages|plant-based-foods|fruits-and-vegetables-based-foods|fruits-based-foods|fruit-salads,Plant-based foods and beverages|Plant-based foods|Fruits and vegetables based foods|Fruits based foods|Fruit salads,France,ananas|papayes|goyaves|bananes|eau|sucre|jus de fruit de la passion|acidifiant|acide citrique,,a,3.0,fruit-salads,74.0,0.2,0.1,,,17.4,16.0,1.4,0.6,0.1,0.04
00031394,Gâteau à la Carotte avec des Noix,snacks|sweet-snacks|biscuits-and-cakes|cakes|carrot-cakes,Snacks|Sweet snacks|Biscuits and cakes|Cakes|Carrot cakes,France|United Kingdom,farine de blé contient gluten|avec farine de blé|carbonate de calcium|fer|niacine|thiamine|sucre|carottes|oeufs de poules élevées en plein air pasteurisés|huile de colza|cassonade brune|raisins secs imbibés d'orange|raisins secs|jus d'orange concentré|sucre roux|spécialité fromagère|lait|beurre|lait|humectant|glycérol|ananas|noix de coco déshydratée|épices moulues|cannelle|noix de muscade|cannelle de chine|coriandre|carvi|gingembre|clous de girofle|golden syrup|sirop de sucre inverti|zeste d'orange|colorant|caramel ordinaire|poudre à lever|bicarbonate de soude|fécule de maïs|écorce d'orange|sel|stabilisant|gomme xanthane|écorce de citron,en|en|en|fr fromagère,d,4.0,carrot-cakes,387.0,18.0,5.3,,,50.3,35.0,2.4,4.5,0.38,0.152
00031561,Fromage blanc à la pêche,dairies|desserts|fermented-foods|fermented-milk-products|dairy-desserts|fromages-blancs,Dairies|Desserts|Fermented foods|Fermented milk products|Dairy desserts|Fromages blancs,France,fromage blanc|matière grasse|compote de pêches|pêche|sucre|sirop de glucosefructose|acide citrique|antioxydant|acide ascorbique,,a,4.0,fromages-blancs,76.9,2.1,1.3,,,9.3,8.9,0.7,4.9,0.1,0.04
00031858,Pur Soup' Velouté de légumes,plant-based-foods-and-beverages|plant-based-foods|fruits-and-vegetables-based-foods|meals|soups|cream-soups|vegetable-soups|cream-of-vegetable-soups,Plant-based foods and beverages|Plant-based foods|Fruits and vegetables based foods|Meals|Soups|Cream soups|Vegetable soups|Cream of vegetable soups,France,eau|légumes|jus de tomates à base de concentré|carotte|pomme de terre|oignon|poireau|potiron|céleri|petit pois|lait écrémé reconstitué|amidon transformé de maïs|huile de colza|sucre|beurre de cuisine|sel|arôme|vitamine a|bêtacarotène,,c,4.0,cream-of-vegetable-soups,,2.1,0.7,,,5.3,2.4,0.8,0.8,0.75,0.3
